Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,Green_Orange,ID
7/6/2000,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Summer,found on the ground,Non-selasphorus spp.,1881_ANHU
7/7/2000,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,1882_ANHU
7/7/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,1883_ANHU
7/8/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,suspect torpor-like state,Non-selasphorus spp.,1884_ANHU
7/8/2000,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.,1885_ALHU
7/9/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,1886_ANHU
7/10/2000,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,window hit,Selasphorus spp.,1887_ALHU
7/12/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,1888_ANHU
7/12/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,1889_ANHU
7/12/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,1890_ANHU
7/17/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,1891_ANHU
7/17/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,1892_ANHU
7/19/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.,1893_ANHU
7/20/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,caught by domestic animal,Non-selasphorus spp.,1894_ANHU
7/21/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,1895_ANHU
7/24/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,1896_ANHU
7/28/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,1897_ANHU
8/1/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.,1898_ANHU
8/1/2000,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.,1899_ALHU
8/18/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,1900_ANHU
8/25/2000,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.,1901_ALHU
8/25/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,1902_ANHU
8/28/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,caught by domestic animal,Non-selasphorus spp.,1903_ANHU
9/4/2000,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Fall,caught by domestic animal,Selasphorus spp.,1904_ALHU
9/5/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.,1905_ANHU
9/6/2000,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Fall,found on the ground,Selasphorus spp.,1906_ALHU
9/6/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1907_ANHU
9/7/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1908_ANHU
9/18/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,unknown,Non-selasphorus spp.,1909_ANHU
9/21/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.,1910_ANHU
10/8/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1911_ANHU
10/9/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,1912_ANHU
10/11/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1913_ANHU
10/14/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1914_ANHU
10/14/2000,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1915_ANHU
10/23/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1916_ANHU
10/24/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1917_ANHU
10/24/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.,1918_ANHU
10/27/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,found on the ground,Non-selasphorus spp.,1919_ANHU
10/29/2000,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1920_ANHU
10/31/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,1921_ANHU
11/4/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1922_ANHU
11/5/2000,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.,1923_ANHU
11/5/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,1924_ANHU
11/8/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1925_ANHU
11/9/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Fall,window hit,Non-selasphorus spp.,1926_ANHU
11/12/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,1927_ANHU
11/13/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1928_ANHU
11/26/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,nest-related,Non-selasphorus spp.,1929_ANHU
11/28/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,1930_ANHU
12/1/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,7,Winter,window hit,Non-selasphorus spp.,1931_ANHU
12/4/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1932_ANHU
12/11/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1933_ANHU
12/19/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1934_ANHU
12/26/2000,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,1935_ANHU
12/29/2000,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1936_ANHU
1/6/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1937_ANHU
1/10/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,1938_ANHU
1/15/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,1939_ANHU
1/17/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1940_ANHU
1/20/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1941_ANHU
1/21/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1942_ANHU
1/22/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1943_ANHU
1/22/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,1944_ANHU
1/24/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,1945_ANHU
1/25/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.,1946_ANHU
1/28/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1947_ANHU
1/28/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1948_ANHU
2/4/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.,1949_ANHU
2/4/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.,1950_ANHU
2/4/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,found on the ground,Non-selasphorus spp.,1951_ANHU
2/5/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,1952_ANHU
2/8/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1953_ANHU
2/8/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1954_ANHU
2/8/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1955_ANHU
2/11/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1956_ANHU
2/14/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.,1957_ANHU
2/14/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1958_ANHU
2/15/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1959_ANHU
2/17/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1960_ANHU
2/20/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1961_ANHU
2/22/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,1962_ANHU
2/23/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,1963_ANHU
2/24/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1964_ANHU
2/25/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,1965_ANHU
2/26/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,1966_ANHU
2/26/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,1967_ANHU
2/27/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,1968_ANHU
3/3/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,1969_ANHU
3/3/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1970_ANHU
3/3/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,1971_ANHU
3/5/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,1972_ANHU
3/6/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.,1973_ANHU
3/6/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,1974_ANHU
3/7/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1975_ANHU
3/8/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1976_ANHU
3/9/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1977_ANHU
3/10/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,1978_ANHU
3/11/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,1979_ANHU
3/11/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,1980_ANHU
3/11/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,1981_ANHU
3/11/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,1982_ANHU
3/11/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,1983_ANHU
3/11/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,1984_ANHU
3/13/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,1985_ANHU
3/13/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,1986_ANHU
3/15/2001,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.,1987_ALHU
3/18/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,found on the ground,Non-selasphorus spp.,1988_ANHU
3/18/2001,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.,1989_ALHU
3/19/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,found on the ground,Non-selasphorus spp.,1990_ANHU
3/20/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,1991_ANHU
3/20/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,1992_ANHU
3/20/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1993_ANHU
3/20/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.,1994_ANHU
3/21/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,1995_ANHU
3/21/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,1996_ANHU
3/22/2001,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,found on the ground,Selasphorus spp.,1997_RUHU
3/23/2001,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,2,Spring,found on the ground,Selasphorus spp.,1998_ALHU
3/24/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,1999_ANHU
3/27/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2000_ANHU
3/27/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2001_ANHU
3/28/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2002_ANHU
3/28/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2003_ANHU
3/29/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2004_ANHU
3/29/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2005_ANHU
4/2/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,2006_ANHU
4/2/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,nest-related,Non-selasphorus spp.,2007_ANHU
4/2/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,2008_ANHU
4/3/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2009_ANHU
4/3/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,2010_ANHU
4/5/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,2011_ANHU
4/5/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2012_ANHU
4/5/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,2013_ANHU
4/6/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2014_ANHU
4/9/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,2015_ANHU
4/9/2001,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,2016_ALHU
4/14/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,2017_ANHU
4/15/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,2018_ANHU
4/16/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,2019_ANHU
4/19/2001,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Selasphorus spp.,2020_ALHU
4/20/2001,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.,2021_ANHU
4/21/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2022_ANHU
4/23/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2023_ANHU
4/23/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.,2024_ANHU
4/24/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2025_ANHU
4/25/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2026_ANHU
4/25/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2027_ANHU
4/25/2001,Died,Lindsey,No,Non-selasphorus,unknown,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2028_COHU
4/26/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2029_ANHU
4/29/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,found on the ground,Non-selasphorus spp.,2030_ANHU
4/30/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2031_ANHU
4/30/2001,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,2032_ALHU
4/30/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2033_ANHU
4/30/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2034_ANHU
5/2/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,2035_ANHU
5/4/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,2036_ANHU
5/5/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,2037_ANHU
5/6/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.,2038_ANHU
5/6/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2039_ANHU
5/8/2001,Died,Lindsey,No,Non-selasphorus,unknown,adult-like,10,Spring,found on the ground,Non-selasphorus spp.,2040_COHU
5/8/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2041_ANHU
5/9/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,2042_ANHU
5/11/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,2043_ANHU
5/14/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2044_ANHU
5/16/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,2045_ANHU
5/19/2001,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.,2046_RUHU
5/23/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2047_ANHU
5/25/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,2048_ANHU
5/26/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.,2049_ANHU
5/26/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.,2050_ANHU
5/26/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,2051_ANHU
5/27/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,2052_ANHU
5/27/2001,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,found on the ground,Selasphorus spp.,2053_ALHU
5/28/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,2054_ANHU
5/30/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,2055_ANHU
5/31/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,2056_ANHU
6/4/2001,Released,Lindsey,Yes,BCHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,2057_BCHU
6/5/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,2058_ANHU
6/5/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,2059_ANHU
6/7/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,2060_ANHU
6/7/2001,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Summer,caught by domestic animal,Selasphorus spp.,2061_RUHU
6/7/2001,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,2062_ANHU
6/8/2001,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,caught by domestic animal,Non-selasphorus spp.,2063_ANHU
6/10/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,2064_ANHU
6/11/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,2065_ANHU
6/12/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,2066_ANHU
6/13/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,found on the ground,Non-selasphorus spp.,2067_ANHU
6/14/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,found on the ground,Non-selasphorus spp.,2068_ANHU
6/15/2001,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,2069_ANHU
6/16/2001,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,2070_ANHU
6/16/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,2071_ANHU
6/19/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,2072_ANHU
6/19/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,found on the ground,Non-selasphorus spp.,2073_ANHU
6/21/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,2074_ANHU
6/22/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.,2075_ANHU
6/22/2001,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,2076_ANHU
6/22/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,2077_ANHU
6/22/2001,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,2078_ANHU
6/22/2001,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,2079_ANHU
6/27/2001,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,nest-related,Non-selasphorus spp.,2080_ANHU
6/28/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,2081_ANHU
6/28/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,2082_ANHU
7/1/2001,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,2083_ANHU
7/2/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,2084_ANHU
7/5/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,2085_ANHU
7/5/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.,2086_ANHU
7/6/2001,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,2087_ANHU
